show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s284,Movie,Parallel Lives III,Bong Joon-ho,"Gemma Chan, Robert De Niro, Chris Pratt",Brazil,"February 20, 2017",2003,NR,146 min,"Action & Adventure, Comedies","After a catastrophic accident, a rookie cop in small-town America is forced to confront a dangerous enemy and risk everything for justice. A pulse-pounding exploration of betrayal."
s285,Movie,Burning Season,Sofia Coppola,"Chris Pratt, Jennifer Lawrence, Cate Blanchett",France,"July 25, 2022",2010,PG,102 min,"Sci-Fi & Fantasy, Action & Adventure","In the heart of a remote island, a former soldier uncovers a dangerous secret that pulls them into a world of crime. A heart-wrenching tale of justice and survival."
s286,Movie,The Summit,Christopher Nolan,"Denzel Washington, Ali Wong, Park Bo-gum",France,"July 18, 2018",1996,NR,126 min,"Action & Adventure, Comedies","Set against the vivid backdrop of Tokyo, this thought-provoking drama follows a teacher grappling with redemption and an unrelenting search for freedom."
s287,Movie,The Long Silence III,Jean-Luc Godard,"Idris Elba, Tom Hanks, Chris Pratt",Australia,"January 19, 2021",2021,R,131 min,"Action & Adventure, Comedies","When a devastating loss shakes the foundations of their life, a teacher in Los Angeles discovers that the truth comes to light. A visually stunning journey of love and identity."
s288,Movie,The Promised Land,David Fincher,"Chris Pratt, Shah Rukh Khan, Samuel L. Jackson",France,"June 28, 2017",2019,NR,107 min,"Crime Movies, Thrillers","In the heart of Los Angeles, a journalist uncovers a dangerous secret that pulls them into a world of crime. A visually stunning tale of justice and betrayal."
s289,Movie,The Long Road : Legacy,Akira Kurosawa,"Awkwafina, John David Washington, Meryl Streep",United States,"December 1, 2021",2005,R,132 min,"Independent Movies, Dramas","In the heart of the Arctic, a detective uncovers a dangerous secret that pulls them into a world of corporate greed. A gripping tale of revenge and betrayal."
s290,Movie,Snowfall,Ava DuVernay,"Daniel Kaluuya, Dev Patel, Leonardo DiCaprio",South Korea,"October 24, 2018",1994,NR,74 min,"Crime Movies, Thrillers","A gripping story set in rural France, following a rebel leader whose life is upended by a catastrophic accident. When the truth comes to light, they must find the strength to fight for freedom."
s291,Movie,The Iron Fist,Alfonso Cuarón,"Florence Pugh, Jennifer Lawrence, Jun Ji-hyun",Brazil,"February 27, 2017",2021,TV-MA,146 min,"Horror Movies, International Movies","After a shocking murder, a rogue agent in Los Angeles is forced to confront an unstoppable force and risk everything for justice. A pulse-pounding exploration of love."
s292,Movie,The Aftermath,Agnès Varda,"Leonardo DiCaprio, Robert De Niro, Brad Pitt",Italy,"July 5, 2018",2013,PG,140 min,"Thrillers, International Movies","After a shocking murder, a single father in 1970s New York is forced to confront a corrupt official and risk everything for justice. A pulse-pounding exploration of loyalty."
s293,Movie,Dust to Dust,Ryan Coogler,"Zazie Beetz, John David Washington, Adam Driver",South Korea,"December 14, 2023",2020,PG,158 min,"Children & Family Movies, Comedies","In the heart of Tokyo, a single father uncovers a dangerous secret that pulls them into a world of corporate greed. A pulse-pounding tale of justice and betrayal."
s294,Movie,Code Red,Park Chan-wook,"Gong Yoo, Priyanka Chopra, Shah Rukh Khan",South Korea,"February 7, 2021",1996,PG-13,149 min,"Sci-Fi & Fantasy, Action & Adventure",A detective navigates the dangerous underbelly of modern Seoul in this heart-wrenching thriller where betrayal strikes from within and survival demands everything.
s295,Movie,Desperate Measures,Lynne Ramsay,"Cate Blanchett, Awkwafina, Julianne Moore",India,"May 12, 2018",2017,PG-13,102 min,"Action & Adventure, Thrillers","In the heart of futuristic Mumbai, a teacher uncovers a dangerous secret that pulls them into a world of supernatural mystery. A heart-wrenching tale of betrayal and survival."
s296,Movie,Ghost Signal,Lynne Ramsay,"Adam Driver, Samuel L. Jackson, Chris Pratt",Turkey,"November 24, 2019",2004,PG-13,84 min,"Romantic Movies, Dramas","After a mysterious disappearance, a scientist in a remote island is forced to confront a shadowy organization and risk everything for freedom. A thought-provoking exploration of loyalty."
s297,Movie,Killing Time,Kathryn Bigelow,"Leonardo DiCaprio, Amitabh Bachchan, Ali Wong",United States,"August 5, 2022",2002,PG-13,150 min,"Sci-Fi & Fantasy, Action & Adventure","Told across sweeping landscapes of Los Angeles, this thought-provoking saga tracks a former soldier through loss, justice, and an unexpected battle for redemption."
s298,Movie,Ghost Signal,Federico Fellini,"Ana de Armas, Emma Stone, Riz Ahmed",Germany,"November 26, 2021",2000,TV-MA,143 min,"Anime Features, Action & Adventure","When a catastrophic accident shakes the foundations of their life, a unlikely hero in Tokyo discovers that old enemies resurface. A darkly comic journey of survival and sanity."
s299,Movie,End Game,Federico Fellini,"Margot Robbie, Daniel Kaluuya, Amitabh Bachchan",Nigeria,"July 1, 2017",1992,NR,130 min,"Horror Movies, Thrillers","After a sudden revelation, a teacher in a remote island is forced to confront a corrupt official and risk everything for freedom. A critically acclaimed exploration of betrayal."
s300,Movie,Crimson Sky,Park Chan-wook,"Ali Wong, Jun Ji-hyun, Riz Ahmed",United States,"November 8, 2017",1991,NR,131 min,"Anime Features, Action & Adventure","Set against the vivid backdrop of rural France, this darkly comic drama follows a teacher grappling with redemption and an unrelenting search for justice."
s301,Movie,Killing Time Uncut,Jean-Luc Godard,"Ali Wong, Emma Stone, Aamir Khan",United Kingdom,"June 23, 2021",1992,R,107 min,Stand-Up Comedy,"After a shocking murder, a rookie cop in the Arctic is forced to confront a shadowy organization and risk everything for redemption. A gripping exploration of love."
s302,Movie,Dust to Dust,Martin Scorsese,"Natalie Portman, Awkwafina, Charlize Theron",Brazil,"March 12, 2022",1994,NR,141 min,"Music & Musicals, Dramas","A critically acclaimed story set in small-town America, following a exiled prince whose life is upended by a catastrophic accident. When everything goes wrong, they must find the strength to fight for their family."
s303,Movie,Red Line Reborn,Yorgos Lanthimos,"Awkwafina, Aamir Khan, Michael Fassbender",Germany,"June 3, 2019",2018,TV-MA,132 min,Stand-Up Comedy,"In the heart of Los Angeles, a rogue agent uncovers a dangerous secret that pulls them into a world of crime. A critically acclaimed tale of justice and betrayal."
s304,Movie,Dust to Dust,Ken Loach,"Meryl Streep, Michael Fassbender, Adam Driver",Brazil,"February 9, 2022",1999,PG,133 min,"LGBTQ Movies, Dramas","A thought-provoking story set in rural France, following a rookie cop whose life is upended by a devastating loss. When the stakes become personal, they must find the strength to fight for the truth."
s305,Movie,Beneath the Ice,Pedro Almodóvar,"Deepika Padukone, Ryan Gosling, Ana de Armas",Mexico,"April 1, 2023",2023,PG-13,152 min,"Sci-Fi & Fantasy, Thrillers","Set against the vivid backdrop of futuristic Mumbai, this thought-provoking drama follows a exiled prince grappling with justice and an unrelenting search for the truth."
s306,Movie,Smoke and Mirrors,Spike Lee,"Dev Patel, Morgan Freeman, Song Kang-ho",Canada,"May 12, 2023",1993,PG-13,88 min,"Classic Movies, Dramas","After a shocking murder, a former soldier in rural France is forced to confront their own demons and risk everything for freedom. A pulse-pounding exploration of redemption."
s307,Movie,Point of No Return,David Lynch,"Awkwafina, Morgan Freeman, Lupita Nyong'o",United Kingdom,"March 12, 2018",1992,PG-13,155 min,"Action & Adventure, Thrillers",A journalist navigates the dangerous underbelly of a remote island in this pulse-pounding thriller where the truth comes to light and survival demands everything.
s308,Movie,The Inheritance Reborn,Martin Scorsese,"Amitabh Bachchan, Charlize Theron, Park Bo-gum",Germany,"May 23, 2020",2008,NR,143 min,"Comedies, Romantic Movies","After a devastating loss, a former soldier in futuristic Mumbai is forced to confront a shadowy organization and risk everything for the truth. A heart-wrenching exploration of identity."
s309,Movie,The Iron Fist : Legacy,Alfonso Cuarón,"Meryl Streep, Viola Davis, Awkwafina",Nigeria,"October 2, 2022",2002,TV-MA,144 min,"Anime Features, Action & Adventure","Set against the vivid backdrop of Los Angeles, this darkly comic drama follows a rebel leader grappling with survival and an unrelenting search for justice."
s310,Movie,The Quiet Storm,Quentin Tarantino,"Oscar Isaac, Lupita Nyong'o, John David Washington",Nigeria,"December 5, 2023",2017,R,117 min,"LGBTQ Movies, Dramas","In the heart of modern Seoul, a scientist uncovers a dangerous secret that pulls them into a world of supernatural mystery. A thought-provoking tale of revenge and justice."
s311,Movie,Bone Deep,Federico Fellini,"Jennifer Lawrence, Denzel Washington, Riz Ahmed",Italy,"October 27, 2021",1995,PG,88 min,"Horror Movies, International Movies","In the heart of Tokyo, a scientist uncovers a dangerous secret that pulls them into a world of espionage. A darkly comic tale of identity and revenge."
s312,Movie,Bone Deep,Lynne Ramsay,"Zendaya, Idris Elba, Meryl Streep",Italy,"July 6, 2019",2021,PG-13,75 min,"Action & Adventure, Thrillers",A former soldier navigates the dangerous underbelly of war-torn Beirut in this emotionally charged thriller where the stakes become personal and survival demands everything.
s313,Movie,Night Owl,Francis Ford Coppola,"Riz Ahmed, Daniel Kaluuya, Ali Wong",Spain,"April 21, 2017",1997,R,105 min,"Sci-Fi & Fantasy, Action & Adventure","Set against the vivid backdrop of a remote island, this heart-wrenching drama follows a rebel leader grappling with love and an unrelenting search for freedom."
s314,Movie,The Midnight Sun,Quentin Tarantino,"Cate Blanchett, Michael Fassbender, Zazie Beetz",Brazil,"March 23, 2019",2000,PG-13,76 min,"Dramas, International Movies",A surgeon navigates the dangerous underbelly of modern Seoul in this pulse-pounding thriller where everything goes wrong and survival demands everything.
s315,Movie,The Operator II,Kathryn Bigelow,"Zazie Beetz, Michael Fassbender, Saoirse Ronan",Italy,"December 23, 2019",1996,TV-MA,138 min,"Music & Musicals, Dramas",A journalist navigates the dangerous underbelly of the Arctic in this pulse-pounding thriller where loyalties are tested and survival demands everything.
s316,Movie,The Hollow Man,Kathryn Bigelow,"Meryl Streep, Daniel Kaluuya, Oscar Isaac",France,"September 27, 2023",1997,R,123 min,"Crime Movies, Thrillers","In the heart of rural France, a rogue agent uncovers a dangerous secret that pulls them into a world of espionage. A thought-provoking tale of love and redemption."
s317,Movie,Fallen Idol,Bong Joon-ho,"Florence Pugh, Amitabh Bachchan, Lee Byung-hun",Italy,"December 28, 2018",2004,PG,109 min,"Horror Movies, Thrillers","A thought-provoking story set in Tokyo, following a scientist whose life is upended by a mysterious disappearance. When the truth comes to light, they must find the strength to fight for redemption."
s318,Movie,Broken Compass III,Jane Campion,"Emma Stone, Riz Ahmed, Samuel L. Jackson",India,"February 16, 2019",1992,PG-13,78 min,"Sci-Fi & Fantasy, Thrillers","In the heart of Tokyo, a rogue agent uncovers a dangerous secret that pulls them into a world of corporate greed. A heart-wrenching tale of redemption and identity."
s319,Movie,The Witness,Alfonso Cuarón,"Michael Fassbender, Morgan Freeman, Lee Byung-hun",Canada,"October 17, 2017",1996,G,144 min,"Action & Adventure, Thrillers","In the heart of Los Angeles, a exiled prince uncovers a dangerous secret that pulls them into a world of crime. A critically acclaimed tale of justice and love."
s320,Movie,Ghost Signal,Hirokazu Kore-eda,"Ryan Gosling, Charlize Theron, Zendaya",United Kingdom,"June 27, 2020",2017,TV-MA,97 min,"Sports Movies, Dramas","Set against the vivid backdrop of a remote island, this visually stunning drama follows a former soldier grappling with identity and an unrelenting search for their family."
s321,TV Show,Crisis Point,Tim Burton,"Samuel L. Jackson, Denzel Washington, Daniel Kaluuya",Brazil,"December 20, 2019",2021,TV-14,4 Seasons,"TV Comedies, British TV Shows","In the heart of Tokyo, a former soldier uncovers a dangerous secret that pulls them into a world of crime. A thought-provoking tale of betrayal and revenge."
s322,TV Show,Undercover,Alfonso Cuarón,"Jennifer Lawrence, Samuel L. Jackson, Gemma Chan",Nigeria,"July 13, 2022",2018,TV-14,1 Season,"TV Horror, Thrillers","After a sudden revelation, a scientist in modern Seoul is forced to confront an unstoppable force and risk everything for survival. A darkly comic exploration of justice."
s323,TV Show,Operation Echo,Park Chan-wook,"Brad Pitt, Charlize Theron, Joaquin Phoenix",Germany,"November 16, 2021",2012,R,4 Seasons,"Talk Shows, Stand-Up Comedy","When a shocking murder shakes the foundations of their life, a young woman in rural France discovers that old enemies resurface. A gripping journey of betrayal and identity."
s324,TV Show,The Network Classified,Akira Kurosawa,"Zendaya, Samuel L. Jackson, Michael Fassbender",Brazil,"June 22, 2018",2009,R,5 Seasons,"Talk Shows, Stand-Up Comedy","Told across sweeping landscapes of futuristic Mumbai, this emotionally charged saga tracks a teacher through loss, love, and an unexpected battle for their family."
s325,TV Show,The Sentinel : Origins,Akira Kurosawa,"Florence Pugh, Robert De Niro, Lupita Nyong'o",Australia,"August 13, 2020",2001,TV-14,1 Season,"TV Horror, Thrillers","Set against the vivid backdrop of Los Angeles, this thought-provoking drama follows a teacher grappling with justice and an unrelenting search for their family."
s326,TV Show,Lockdown,Agnès Varda,"Leonardo DiCaprio, Robert De Niro, Saoirse Ronan",Japan,"July 19, 2021",2021,TV-PG,3 Seasons,"TV Dramas, British TV Shows","In the heart of the Arctic, a detective uncovers a dangerous secret that pulls them into a world of espionage. A darkly comic tale of betrayal and revenge."
s327,TV Show,Signal Lost,Spike Lee,"Meryl Streep, Awkwafina, Ryan Gosling",United States,"November 8, 2019",2018,TV-MA,1 Season,"TV Action & Adventure, International TV Shows","When a sudden revelation shakes the foundations of their life, a rebel leader in 1970s New York discovers that old enemies resurface. A darkly comic journey of identity and sanity."
s328,TV Show,Black Mirror Effect,Ingmar Bergman,"Lee Byung-hun, Shah Rukh Khan, Jennifer Lawrence",India,"June 13, 2021",2003,TV-MA,4 Seasons,"Crime TV Shows, Docuseries","A darkly comic story set in the Arctic, following a unlikely hero whose life is upended by a sudden revelation. When the truth comes to light, they must find the strength to fight for the truth."
s329,TV Show,The Network,Ryan Coogler,"Denzel Washington, Ali Wong, Zazie Beetz",Germany,"October 10, 2020",2007,TV-MA,5 Seasons,"Sci-Fi & Fantasy, TV Shows","Set against the vivid backdrop of the Arctic, this heart-wrenching drama follows a young woman grappling with identity and an unrelenting search for freedom."
s330,TV Show,Sleeper Cell Classified,Wes Anderson,"Ali Wong, Ana de Armas, Emma Stone",Brazil,"October 9, 2021",2014,R,6 Seasons,"TV Action & Adventure, International TV Shows","Told across sweeping landscapes of futuristic Mumbai, this darkly comic saga tracks a unlikely hero through loss, loyalty, and an unexpected battle for freedom."
s331,TV Show,Crisis Point,Barry Jenkins,"Deepika Padukone, Morgan Freeman, Joaquin Phoenix",Brazil,"July 14, 2019",2002,TV-14,6 Seasons,"Crime TV Shows, Docuseries","When a mysterious disappearance shakes the foundations of their life, a young woman in 1970s New York discovers that the truth comes to light. A critically acclaimed journey of betrayal and humanity."
s332,TV Show,Classified,Steven Soderbergh,"Amy Adams, Shah Rukh Khan, Steven Yeun",India,"July 14, 2022",2001,TV-14,2 Seasons,"Dramas, International TV Shows",A exiled prince navigates the dangerous underbelly of a remote island in this gripping thriller where loyalties are tested and survival demands everything.
s333,TV Show,The Summit Files,Ingmar Bergman,"Charlize Theron, Zazie Beetz, Shah Rukh Khan",Nigeria,"February 22, 2020",2023,TV-14,2 Seasons,"TV Dramas, British TV Shows",A con artist navigates the dangerous underbelly of futuristic Mumbai in this emotionally charged thriller where loyalties are tested and survival demands everything.
s334,TV Show,The Division,Guillermo del Toro,"Amy Adams, John David Washington, Adam Driver",France,"December 13, 2022",2007,TV-14,4 Seasons,"TV Dramas, British TV Shows","Told across sweeping landscapes of a remote island, this visually stunning saga tracks a detective through loss, betrayal, and an unexpected battle for freedom."
s335,TV Show,Dark Matters,Jane Campion,"Leonardo DiCaprio, Jun Ji-hyun, Shah Rukh Khan",Italy,"June 5, 2020",2022,TV-PG,3 Seasons,"Dramas, International TV Shows","Told across sweeping landscapes of modern Seoul, this emotionally charged saga tracks a exiled prince through loss, revenge, and an unexpected battle for justice."
s336,TV Show,The Sentinel,Hirokazu Kore-eda,"Natalie Portman, Lupita Nyong'o, Emma Stone",Nigeria,"August 8, 2020",2000,TV-PG,4 Seasons,"Anime Series, Action & Adventure","Told across sweeping landscapes of a remote island, this visually stunning saga tracks a rookie cop through loss, revenge, and an unexpected battle for survival."
s337,TV Show,The Underground,Peter Jackson,"Gemma Chan, Park Bo-gum, Steven Yeun",Australia,"December 11, 2020",2003,TV-PG,2 Seasons,"Romantic TV Shows, Korean TV Shows","After a sudden revelation, a teacher in Tokyo is forced to confront a shadowy organization and risk everything for freedom. A gripping exploration of redemption."
s338,TV Show,The Cover-Up Reloaded,Ridley Scott,"John David Washington, Daniel Kaluuya, Jun Ji-hyun",India,"February 19, 2017",2005,R,2 Seasons,"Crime TV Shows, International TV Shows","Told across sweeping landscapes of small-town America, this visually stunning saga tracks a former soldier through loss, identity, and an unexpected battle for their family."
s339,TV Show,The Handler Reloaded,Alfonso Cuarón,"Joaquin Phoenix, Amitabh Bachchan, Morgan Freeman",United States,"April 19, 2017",2000,R,5 Seasons,"TV Horror, Thrillers","Set against the vivid backdrop of 1970s New York, this emotionally charged drama follows a single father grappling with redemption and an unrelenting search for justice."
s340,TV Show,Endgame Protocol : Origins,Ryan Coogler,"Michael Fassbender, Jun Ji-hyun, Ana de Armas",Spain,"August 25, 2023",2021,TV-MA,4 Seasons,"TV Dramas, International TV Shows","After a devastating loss, a journalist in modern Seoul is forced to confront a corrupt official and risk everything for justice. A critically acclaimed exploration of identity."
s341,TV Show,The Test Subject,Wong Kar-wai,"Robert De Niro, Ryan Gosling, Amitabh Bachchan",Spain,"October 8, 2020",2007,R,3 Seasons,"Kids TV, Family Watch Together TV","Set against the vivid backdrop of 1970s New York, this darkly comic drama follows a exiled prince grappling with identity and an unrelenting search for the truth."
s342,TV Show,City Chronicles,Mike Leigh,"Chris Pratt, Lupita Nyong'o, Margot Robbie",Brazil,"October 12, 2022",2019,TV-MA,6 Seasons,"TV Comedies, British TV Shows","A gripping story set in futuristic Mumbai, following a former soldier whose life is upended by a mysterious disappearance. When loyalties are tested, they must find the strength to fight for their family."
s343,TV Show,The Summit Files,Kathryn Bigelow,"Ana de Armas, Amy Adams, Jun Ji-hyun",Japan,"December 11, 2021",2013,TV-PG,2 Seasons,"Sci-Fi & Fantasy, TV Shows","Told across sweeping landscapes of war-torn Beirut, this emotionally charged saga tracks a unlikely hero through loss, love, and an unexpected battle for freedom."
s344,TV Show,Apex Predator,Wes Anderson,"Leonardo DiCaprio, Daniel Kaluuya, Joaquin Phoenix",India,"November 22, 2023",2014,TV-14,1 Season,"TV Action & Adventure, International TV Shows","A thought-provoking story set in Los Angeles, following a journalist whose life is upended by a catastrophic accident. When the stakes become personal, they must find the strength to fight for their family."
s345,TV Show,Parallel Worlds,Barry Jenkins,"Julianne Moore, Morgan Freeman, Jun Ji-hyun",Canada,"December 28, 2023",2004,TV-PG,1 Season,"Crime TV Shows, International TV Shows","After a devastating loss, a single father in small-town America is forced to confront a shadowy organization and risk everything for survival. A critically acclaimed exploration of loyalty."
s346,TV Show,Breach,Greta Gerwig,"Ryan Gosling, Tilda Swinton, Meryl Streep",United Kingdom,"May 1, 2022",2021,TV-G,1 Season,"TV Action & Adventure, International TV Shows",A grieving mother navigates the dangerous underbelly of a remote island in this thought-provoking thriller where the truth comes to light and survival demands everything.
s347,TV Show,Lockdown Season Zero,François Truffaut,"Gemma Chan, Chris Pratt, Viola Davis",Spain,"October 24, 2018",2006,TV-PG,1 Season,"Crime TV Shows, International TV Shows","A darkly comic story set in modern Seoul, following a former soldier whose life is upended by a mysterious disappearance. When betrayal strikes from within, they must find the strength to fight for the truth."
s348,TV Show,The Cover-Up,Greta Gerwig,"Saoirse Ronan, Anthony Mackie, Samuel L. Jackson",Germany,"August 10, 2023",2013,TV-PG,6 Seasons,"TV Action & Adventure, International TV Shows",A rookie cop navigates the dangerous underbelly of 1970s New York in this thought-provoking thriller where old enemies resurface and survival demands everything.
s349,TV Show,Endgame Protocol,Yorgos Lanthimos,"Tilda Swinton, Ana de Armas, Zazie Beetz",Brazil,"February 14, 2017",2016,TV-G,3 Seasons,Reality TV,"Told across sweeping landscapes of war-torn Beirut, this thought-provoking saga tracks a scientist through loss, revenge, and an unexpected battle for survival."
s350,TV Show,The Inner Ring Classified,Greta Gerwig,"Anthony Mackie, Florence Pugh, Adam Driver",United Kingdom,"September 8, 2020",2009,TV-MA,5 Seasons,"TV Action & Adventure, International TV Shows","In the heart of small-town America, a rebel leader uncovers a dangerous secret that pulls them into a world of supernatural mystery. A emotionally charged tale of love and identity."
s351,TV Show,The Alliance Chronicles,Ridley Scott,"Riz Ahmed, Park Bo-gum, Zendaya",Italy,"March 26, 2023",2012,TV-MA,1 Season,"TV Action & Adventure, International TV Shows","Set against the vivid backdrop of war-torn Beirut, this visually stunning drama follows a single father grappling with redemption and an unrelenting search for the truth."
s352,TV Show,The Cartel Files Reloaded,Terrence Malick,"Margot Robbie, Shah Rukh Khan, Jun Ji-hyun",Mexico,"January 18, 2017",2012,TV-MA,1 Season,"Talk Shows, Stand-Up Comedy","Told across sweeping landscapes of small-town America, this visually stunning saga tracks a unlikely hero through loss, revenge, and an unexpected battle for freedom."
s353,TV Show,The Division,Tim Burton,"Priyanka Chopra, Awkwafina, Samuel L. Jackson",United Kingdom,"December 1, 2018",2000,TV-G,2 Seasons,"TV Mysteries, Thrillers","Set against the vivid backdrop of a remote island, this pulse-pounding drama follows a con artist grappling with justice and an unrelenting search for survival."
s354,TV Show,Double Agent,James Cameron,"Cate Blanchett, Jennifer Lawrence, Tom Hanks",United Kingdom,"January 16, 2023",2014,TV-14,5 Seasons,"Sci-Fi & Fantasy, TV Shows",A journalist navigates the dangerous underbelly of a remote island in this emotionally charged thriller where old enemies resurface and survival demands everything.
s355,TV Show,Dark Matters,Ridley Scott,"Steven Yeun, Denzel Washington, Amy Adams",Turkey,"August 27, 2018",2022,R,1 Season,"Sci-Fi & Fantasy, TV Shows",A rookie cop navigates the dangerous underbelly of a remote island in this heart-wrenching thriller where the stakes become personal and survival demands everything.
s356,TV Show,Endgame Protocol,Darren Aronofsky,"Jennifer Lawrence, Gemma Chan, Song Kang-ho",Brazil,"August 7, 2019",2014,R,2 Seasons,"TV Action & Adventure, International TV Shows",A former soldier navigates the dangerous underbelly of war-torn Beirut in this darkly comic thriller where betrayal strikes from within and survival demands everything.
s357,TV Show,Dark Territory,Peter Jackson,"Ana de Armas, Lupita Nyong'o, Natalie Portman",South Korea,"March 16, 2018",2006,R,2 Seasons,"LGBTQ TV Shows, Dramas","After a sudden revelation, a detective in Tokyo is forced to confront their own demons and risk everything for justice. A visually stunning exploration of identity."
s358,TV Show,Endgame Protocol,Martin Scorsese,"Oscar Isaac, Gong Yoo, Leonardo DiCaprio",Italy,"February 14, 2021",2007,R,1 Season,"LGBTQ TV Shows, Dramas","Told across sweeping landscapes of rural France, this heart-wrenching saga tracks a unlikely hero through loss, loyalty, and an unexpected battle for redemption."
s359,TV Show,Black Mirror Effect : Origins,Kelly Reichardt,"Michael Fassbender, Song Kang-ho, John David Washington",Italy,"January 18, 2021",2003,TV-MA,2 Seasons,Reality TV,"In the heart of Los Angeles, a teacher uncovers a dangerous secret that pulls them into a world of crime. A pulse-pounding tale of love and love."
s360,TV Show,The Conspiracy,Yorgos Lanthimos,"Lee Byung-hun, Adam Driver, Saoirse Ronan",Brazil,"August 27, 2019",2009,TV-14,5 Seasons,"Docuseries, International TV Shows","A darkly comic story set in futuristic Mumbai, following a former soldier whose life is upended by a devastating loss. When old enemies resurface, they must find the strength to fight for redemption."
s361,TV Show,Undercover,Ridley Scott,"Margot Robbie, Gong Yoo, Morgan Freeman",Spain,"March 15, 2023",2000,R,6 Seasons,"Dramas, International TV Shows",A journalist navigates the dangerous underbelly of Tokyo in this pulse-pounding thriller where old enemies resurface and survival demands everything.
s362,TV Show,The Division Reloaded,Pedro Almodóvar,"Emma Stone, Awkwafina, Dev Patel",Italy,"June 24, 2019",2000,R,3 Seasons,"Crime TV Shows, Docuseries",A rebel leader navigates the dangerous underbelly of a remote island in this visually stunning thriller where the truth comes to light and survival demands everything.
s363,TV Show,The Power Struggle,François Truffaut,"Lupita Nyong'o, Zazie Beetz, Jennifer Lawrence",Italy,"December 24, 2018",2016,TV-PG,5 Seasons,"Anime Series, Action & Adventure","Told across sweeping landscapes of Tokyo, this emotionally charged saga tracks a detective through loss, survival, and an unexpected battle for survival."
s364,TV Show,Bloodline Season Zero,David Lynch,"Lupita Nyong'o, Ali Wong, Jun Ji-hyun",United States,"May 12, 2022",2016,TV-MA,3 Seasons,"TV Action & Adventure, International TV Shows",A rogue agent navigates the dangerous underbelly of modern Seoul in this critically acclaimed thriller where the stakes become personal and survival demands everything.
s365,TV Show,The Informant Chronicles,Park Chan-wook,"Brad Pitt, Tilda Swinton, Song Kang-ho",Spain,"September 13, 2022",2007,TV-PG,1 Season,"Sci-Fi & Fantasy, TV Shows","Set against the vivid backdrop of Los Angeles, this gripping drama follows a scientist grappling with revenge and an unrelenting search for the truth."
s366,TV Show,Exposed,David Lynch,"Amitabh Bachchan, Ana de Armas, Park Bo-gum",Spain,"September 19, 2021",2012,R,3 Seasons,"Anime Series, Action & Adventure","Set against the vivid backdrop of futuristic Mumbai, this pulse-pounding drama follows a former soldier grappling with justice and an unrelenting search for justice."
s367,TV Show,Cabinet Secrets,Peter Jackson,"Charlize Theron, Saoirse Ronan, Ali Wong",France,"January 16, 2022",2005,TV-PG,5 Seasons,"Dramas, International TV Shows","In the heart of rural France, a surgeon uncovers a dangerous secret that pulls them into a world of espionage. A heart-wrenching tale of love and identity."
s368,TV Show,The Power Struggle,Lynne Ramsay,"Ana de Armas, Tom Hanks, Charlize Theron",Canada,"October 26, 2020",2001,TV-PG,3 Seasons,"TV Comedies, British TV Shows","In the heart of Tokyo, a scientist uncovers a dangerous secret that pulls them into a world of corporate greed. A darkly comic tale of justice and identity."
s369,TV Show,Blind Eye,Kelly Reichardt,"Ryan Gosling, Viola Davis, Dev Patel",Brazil,"March 25, 2021",2020,TV-G,4 Seasons,"Crime TV Shows, Docuseries",A journalist navigates the dangerous underbelly of 1970s New York in this critically acclaimed thriller where the truth comes to light and survival demands everything.
s370,TV Show,Cabinet Secrets,Bong Joon-ho,"Samuel L. Jackson, Dev Patel, Awkwafina",Mexico,"March 3, 2022",2000,TV-PG,5 Seasons,"Dramas, International TV Shows","Told across sweeping landscapes of futuristic Mumbai, this critically acclaimed saga tracks a single father through loss, justice, and an unexpected battle for justice."
s371,TV Show,The Conspiracy Classified,Ridley Scott,"Margot Robbie, Riz Ahmed, Leonardo DiCaprio",Germany,"April 7, 2023",2022,TV-G,5 Seasons,"Crime TV Shows, Thrillers","A pulse-pounding story set in 1970s New York, following a rogue agent whose life is upended by an unexpected reunion. When everything goes wrong, they must find the strength to fight for justice."
s372,TV Show,Parallel Worlds,Peter Jackson,"Aamir Khan, Morgan Freeman, Cate Blanchett",Mexico,"March 18, 2019",2004,TV-PG,2 Seasons,"Romantic TV Shows, Korean TV Shows","Set against the vivid backdrop of Tokyo, this gripping drama follows a former soldier grappling with identity and an unrelenting search for the truth."
s373,TV Show,Ghost Protocol,Hirokazu Kore-eda,"Anthony Mackie, Chris Pratt, Charlize Theron",France,"February 27, 2017",2006,R,2 Seasons,"Dramas, International TV Shows","When a shocking murder shakes the foundations of their life, a rogue agent in a remote island discovers that old enemies resurface. A darkly comic journey of betrayal and identity."
s374,TV Show,The Sentinel,David Lynch,"Viola Davis, Priyanka Chopra, Anthony Mackie",South Korea,"November 19, 2017",2007,TV-14,5 Seasons,"TV Dramas, International TV Shows","After an unexpected reunion, a rogue agent in futuristic Mumbai is forced to confront a ruthless crime lord and risk everything for their family. A pulse-pounding exploration of survival."
s375,TV Show,Covert Ops Reloaded,Quentin Tarantino,"Priyanka Chopra, Emma Stone, Riz Ahmed",Nigeria,"March 21, 2017",2001,TV-PG,4 Seasons,Reality TV,"After a shocking murder, a unlikely hero in Tokyo is forced to confront a ruthless crime lord and risk everything for freedom. A pulse-pounding exploration of betrayal."
